,average_rate($),num_of_bedrooms,title_word_count,city,date_of_listing,description,title,url,Listing Month,Listing Year,Zipcode
9199,36,1,6,Austin,15-Dec,"Our comfortable two bedroom house with modern features has an unique Austin vibe. Make yourself at home and enjoy your own private entrance, huge kitchen, and spacious backyard. Just over 5 miles from downtown, you will be able to get around the city with ease.",Blue House with a Green Door!,https://www.airbnb.com/rooms/16474660?location=Buda%2C%20TX,December,2015,[78745]
9203,750,4,6,Austin,14-Jan,Beautiful brick 4 bedroom just minutes from downtown Austin. Open floor plan with newly remodeled kitchen and backyard with pool. 4 bedrooms and a pull out couch sleeps 10 comfortably. Great home base for festivals and conventions - near bus stop.,SXSW - Southwest Austin with Pool!,https://www.airbnb.com/rooms/2169940?location=Buda%2C%20TX,January,2014,[78739]
9208,125,0,3,Austin,12-Jan,"Private, one-room studio with composting toilet and outdoor shower. Yard is shared with us and our friendly dogs. Centrally located to downtown, SXSW, ACL, bars, restaurants, UT Campus, MetroRail and I-35. Stay in Austin the way it was meant to be.",East Austin Charmer,https://www.airbnb.com/rooms/4838933?location=Brazos%20River%2C%20TX,January,2012,[78722]
9210,89,1,6,Austin,12-Apr,"My Austin Tree House is situated in the most ideal location in all of Austin! You're steps from Whole Foods, The trails at Town Lake, and walking distance to the best bars + restaurants in Austin! The place is super clean and beautifully furnished!",Downtown Austin Treehouse! Walk to everything!,https://www.airbnb.com/rooms/5852265?location=Brazos%20River%2C%20TX,April,2012,[78703]
9216,96,1,5,Austin,12-Apr,"One of the most desirable historic neighborhoods, quiet and tree-filled, but close to everything guests want to visit. Walkable location near SoCo, Downtown, Convention Center. Two Free Bikes. Super comfortable private space with lots of amenities. Goo_gle Fiber Wifi and TV with HBO. Complimentary coffee, tea, snacks, and natural spa products. Memory foam queen bed with super soft bedding and variety of pillows. Green cleaning, pest control and yard products. Off-street parking space.",Travis Heights Hideaway SoCo studio,https://www.airbnb.com/rooms/646392?location=Brazos%20River%2C%20TX,April,2012,[78704]
9226,98,1,6,Kyle,14-Sep,"Great Location 15 miles to Austin, 7 miles to San Marcos, visit scenic Wimberley, Blanco, and Driftwood. Walking distance to restaurants, bars, park, and pool. Small town life at it's best and still close to the city!",Stay at Sully's- Comfy Queen Bed,https://www.airbnb.com/rooms/6568839?location=Buda%2C%20TX,September,2014,[78640]
9228,85,3,7,Cedar Park,13-Aug,"We are excited to open our beautiful home up to the Airbnb community! Ideally located with easy access to all North Austin has to offer. Beautiful, safe neighborhood, direct access to the freeway and less than 30 minutes to downtown Austin. Plus we just completed a fresh remodel that will make you feel right at home.\n\nThere is a park and pool close by, as well as every different kind of restaurant, we have written out our favorites for when you arrive!\n\nGreat kitchen with brand new appliances.","Brand new renovation, clean, comfortable home NxNW",https://www.airbnb.com/rooms/16621313?location=Cedar%20Park%2C%20TX,August,2013,[78613]
9233,195,2,4,Austin,12-Apr,"Charming 1940a bungalow in one of Austin's most desirable historic neighborhoods. Walkable location close to South Congress, Downtown, Convention Center. Goog_gle Fiber WiFi &amp; 2 TVs. Fabulous Front Porch for enjoying the big oak trees, bird feeder &amp; butterfly garden. Complimentary coffee, tea, snacks &amp; natural spa products. Well equipped kitchen with pantry basics. Green cleaning products, pest control. Quiet, green neighborhood that is close to everything guests want to visit.",Travis Heights Bungalow 2/1,https://www.airbnb.com/rooms/5021987?location=Brazos%20River%2C%20TX,April,2012,[78704]
9247,88,1,3,Kyle,16-Mar,"Spacious craftsman style house located south of Austin. We are 15 miles from downtown Austin, 27 miles from Austin-Bergstrom International Airport, and 17 miles from the outlets in San Marcos. We are offering 1 bedroom with full bath located on a secluded side of the house.",Getaway for Two,https://www.airbnb.com/rooms/15164733?location=Buda%2C%20TX,March,2016,[78640]
9252,45,1,7,Cedar Park,15-Jul,"My place is close to Shopping Centers with a variety of restaurants and bars. The room I am offering is designed for the bargain hunter or traveler on a consists of a twin sized bed located in the loft of my home and is next to the bathroom. Free WiFi included and a huge country breakfast is served daily. Room for one person only @$45.00 per night. My home is literally just minutes from Austin and the famed 6th Street. FYI, if more space is needed, please see my other listings.","Bed on a Budget near Austin, TX",https://www.airbnb.com/rooms/13785951?location=Bertram%2C%20TX,July,2015,[78613]
9261,115,1,6,Manchaca,11-Aug,"A stone throw south of the Austin City Limits, this cabin is situated in 2.5 wooded acres. Luxurious and quiet. It is inhabited by deer, raccoon, rabbits, owls, lizards and butterflies. There is an old stone well filled by an aquifer (legend states the well was built by Ben McCullough; the civil war hero). A large back yard is used for walks, bonfires and golfing/batting balls. Lounge in the dappled sun on the patio near a running pond surrounded with gardens. Prepare a leisurely bar-b-que. Talk late into the night by the fire pit. \n\nThis 100+ yr old cabin has been revived and furnished with love. Time seems to stop while soaking in the deep old claw tub filled with endless hot spring water . Drifting to sleep, become aware of crackling in the wood burning stove, a train whistle and the trickling pond. Breakfast choices are street tacos or waffles...with pecans? \n\nIts possible you'll be tempted to stay all day. However, the center of Austin or San Marcos, with music, swimming, fishing and kayaking are just 15-25 minutes from this retreat. \nSound like a fit for you? More info:\nCircuit of the Americas is 18 miles through country roads. It is possible to attend this event and never enter Austin. A toll road will deliver you from the airport to the cabin and the event without the Austin traffic. Also close and south is an after race restaurant popular with race participants. \n\nNote for SXSW and other major events: Consider being in the crowds day and night then retreating by the fire at your quiet abode just 15 minutes south from all the ruckus of Central Austin. Invite your friends to hang with you and perhaps make your own music. Guests under 21 welcomed. \n\n\nIncluded in price:\nheating with wood burner &amp;/or electric heater. Host can prep the fire. Firewood complementary AC for the summer/fall plus ceiling fan\nNO TV\nwireless internet - fast\nwasher/dryer available\nclaw tub with shower\nkitchen equipped with small refrigerator, toaster oven, small microwave, coffee maker\nlarge BBQ pit available\nof course all towels, quality cotton sheets, feathered quilt, pillows, utensils, dishes, cups, coffee, teas and toiletries are ready for you cleaning when requested. \nup to 3 parking spaces\n3 fire pits to lounge by\nprivate patio\n\nExtra charges:\ntransportation: Round trip transportation to the airport or elsewhere offered by host\npublic bus stop 3 miles from the cabin, it is easy to grab a ride to the bus stop from the host- no charge.\nweekend reservations are a minimum of 2 nights. If you can only stay 1 night, please ask about an exception so that I can attempt to make it work.\n\nGuest have exclusive access to the patio. You are welcome to wander all the grounds with the exception of course, of the private residence.\nComing soon: a sauna is being converted into a cedar silo sauna.\nFormula 1 rate includes stocked local wines and beer. Toll road to F1 is less that 2 miles from the cabin and provides a direct shot to the venue, without having to deal with Austin traffic. \nWEDDING PACKAGE: Evening before and night of wedding. This facilitates hosting out of town guests the night before and the day of. (note weekends are a two night minimum. this generally is not practical for the newly weds.) However, the events prior to the big event serves as an informal staging area and a place for your guests who need a meet up, changing and rest area prior to the wedding. Before the bride and groom return from the wedding, host will tidy the cabin and light a fire and candles for their special arrival.\n\nI interact with guests as much as they want. Usually, an initial orientation to the cabin and grounds, then texting for the morning \",BREATHE DEEPLY A Cozy Austin Cabin,https://www.airbnb.com/rooms/728502?location=Buda%2C%20TX,August,2011,[78652]
9263,200,2,6,Kyle,16-Feb,"The Twin Cabins are a Victorian style country hotel that is off the beaten path. Each cabin can accommodate up to 7 people. Each fully furnished cabin consist of a full kitchen, full bathroom, and living area.",A - Victorian style country Cabin,https://www.airbnb.com/rooms/11415694?location=Buda%2C%20TX,February,2016,[78640]
9266,70,1,4,Austin,13-Apr,"This private suite/apartment offers a private entrance, full bath, private backyard and driveway parking. It offers the peaceful respite you deserve, no matter if you are visiting for business or pleasure.\n\nPlease note that this unit DOES NOT have a kitchen. I provide coffee/tea, coffee/tea maker, small fridge/freezer, and microwave, utensils, paper goods, water bottles, and snacks.",Quaint Nest for Two,https://www.airbnb.com/rooms/10430458?location=Cedar%20Park%2C%20TX,April,2013,[78759]
9268,95,1,6,Austin,15-Dec,"Walking distance to groceries, coffee, bank, and gym. 20 Minutes from Downtown, 5 to Lake Travis. Great hiking trail close, high end washer dryer,smart tv, and all utensils etc on site. Large closet and tub. Monthly rates available",Austin Retreat close to the Lake,https://www.airbnb.com/rooms/11491396?location=Cedar%20Park%2C%20TX,December,2015,[78726]
9276,350,4,8,Austin,16-Sep,"Our quiet private home is close to the city center, 12 mins to zilker park, 15mins to downtown, walkable distance to legendary Austin food truck Valentinas, and other south Austin restaurants and dining. Gorgeous outdoor patio areas for al fresco dining.","Close to town in safe, green, South Austin",https://www.airbnb.com/rooms/14930916?location=Buda%2C%20TX,September,2016,[78745]
9290,250,3,5,Austin,14-Jun,"Welcome to Awesome, TX!\n10-15 minute drive to downtown \n15-20 minute drive to Austin airport and Circuit of the Americas\n5 minute drive to Whole Foods, HEB and many great restaurants.\nBus stop at end of street\nLarge, beautiful &amp; private backyard",Awesome 3/2 House with chickens!,https://www.airbnb.com/rooms/3353881?location=Buda%2C%20TX,June,2014,[78749]
9308,155,1,6,Manchaca,12-Feb,"Our secluded cottage sleeps 2-4 guests and is surrounded by a private courtyard garden in the woods. Amenities include a luxurious queen bed, pull out couch, claw foot tub, outdoor hot water shower, large flat screen TV with cable, gas grill and burner, hammock, mini fridge, microwave, toaster oven, and coffee maker with complimentary organic coffee. We have ample parking, solitude, and wildlife making your stay restful and relaxing.\n\nWe are 20-25 minutes from downtown Austin, making this the perfect place for any type of getaway.\n\nWeekday rate $135/night/couple, weekend rate $155/night/couple (2 night minimum on the weekend)\n\n\n",The Cottage at Bear Creek Retreat,https://www.airbnb.com/rooms/330034?location=Buda%2C%20TX,February,2012,[78652]
9320,189,2,6,Austin,12-Sep,"Welcome to The Hideway, a luxury experience located in coveted Travis Heights right in the heart of South Congress. \n",The Hideaway - Travis Heights SOCO,https://www.airbnb.com/rooms/5094445?location=Brazos%20River%2C%20TX,September,2012,[78704]
9327,115,1,5,Cedar Park,14-Mar,This room is very inviting and comfortable. It has a king size pillow top bed. A full bathroom is right next door. Our home is just 30 minutes from downtown Austin!,Beautiful room with king bed,https://www.airbnb.com/rooms/2526689?location=Cedar%20Park%2C%20TX,March,2014,[78613]
9330,115,1,4,Austin,11-Jan,"Located in French Place neighborhood near campus and very central. Behind my house is a separate guest cottage, 1 bdrm, 1 bath cottage that has its own entrance and complete privacy.",Private Cottage-Near UT/Hyde Park,https://www.airbnb.com/rooms/70659?location=Brazos%20River%2C%20TX,January,2011,[78722]
9331,100,0,4,Austin,16-May,"Charming and comfortable studio apartment fully furnished and ready to accommodate your Austinexperience! Located just minutes from downtown Austin our chic stylish complex is a perfect place to relax and recharge. Complete with common areas, reflection gardens, and private patios.\nAccessing downtown Austin is a breeze! Bus stations are located right outside the property. Downtown nightlife is just a 3 mile bus ride down Guadeloupe. Arrive to your destination safely and cheaply!",The Studio on Lamar,https://www.airbnb.com/rooms/17555397?location=Cedar%20Park%2C%20TX,May,2016,[78751]
9348,20,1,5,Austin,17-Jun,Our home is in a small neighborhood close to the airport and COTA and still convenient to downtown Austin about 15 minutes away.,Stay Close to the Fun,https://www.airbnb.com/rooms/19240493?location=Cedar%20Creek%2C%20TX,June,2017,[78617]
